,article_title,revision_id,article_quality,Country,Region,Population
4538,Fatmir Gjeka,1111732314,Start,Montenegro,SOUTHERN EUROPE,0.6
4539,Milutin Jelić,1051132831,C,Montenegro,SOUTHERN EUROPE,0.6
4540,Batrić Jovanović,1070488778,Stub,Montenegro,SOUTHERN EUROPE,0.6
4541,Jovan Kavarić,1030708917,Stub,Montenegro,SOUTHERN EUROPE,0.6
4542,Zdravko Krivokapić,1113234942,FA,Montenegro,SOUTHERN EUROPE,0.6
4543,Vujica Lazović,1108706425,Start,Montenegro,SOUTHERN EUROPE,0.6
4544,Vladimir Leposavić,1073191784,C,Montenegro,SOUTHERN EUROPE,0.6
4545,Stjepan Mitrov Ljubiša,1099266672,C,Montenegro,SOUTHERN EUROPE,0.6
4546,Stevan Lukačević,1030707781,Stub,Montenegro,SOUTHERN EUROPE,0.6
4547,Savić Marković Štedimlija,1113219745,C,Montenegro,SOUTHERN EUROPE,0.6
4548,Tarzan Milošević,1073191907,Stub,Montenegro,SOUTHERN EUROPE,0.6
4549,Iko Mirković,1030708648,Start,Montenegro,SOUTHERN EUROPE,0.6
4550,Fuad Nimani,1098981453,Stub,Montenegro,SOUTHERN EUROPE,0.6
4551,Tomo P. Oraovac,1079702923,Start,Montenegro,SOUTHERN EUROPE,0.6
4552,Darko Pajović,1070422891,Start,Montenegro,SOUTHERN EUROPE,0.6
4553,Vladimir Pavićević,1114141220,Start,Montenegro,SOUTHERN EUROPE,0.6
4554,Jovan Pavlović (minister),1081135207,Stub,Montenegro,SOUTHERN EUROPE,0.6
4555,Andrija Popović,1115370448,Start,Montenegro,SOUTHERN EUROPE,0.6
4556,Evgenije Popović,1030727852,Start,Montenegro,SOUTHERN EUROPE,0.6
4557,Novica Radović,1007749126,Start,Montenegro,SOUTHERN EUROPE,0.6
4558,Miloš Radulović (politician),1077146911,Stub,Montenegro,SOUTHERN EUROPE,0.6
4559,Nešo Šćepović,1062865771,Start,Montenegro,SOUTHERN EUROPE,0.6
4560,Budimir Šegrt,1073192213,Stub,Montenegro,SOUTHERN EUROPE,0.6
4561,Sergej Sekulović,1094030927,Stub,Montenegro,SOUTHERN EUROPE,0.6
4562,Aleksandar Stijović,1105170672,Start,Montenegro,SOUTHERN EUROPE,0.6
4563,Lazar Tomanović,1006895064,Stub,Montenegro,SOUTHERN EUROPE,0.6
4564,Lujo Vojnović,1109082075,Start,Montenegro,SOUTHERN EUROPE,0.6
4565,Dejan Vukšić,1067839020,Start,Montenegro,SOUTHERN EUROPE,0.6
4566,Abdessamad Archane,1081123128,Stub,Morocco,NORTHERN AFRICA,36.7
4567,Abu Bakr Ibn Abi Zaid as-Slawi,1089705508,Stub,Morocco,NORTHERN AFRICA,36.7
4568,Mohamed Ali El Admi,1055102528,Stub,Morocco,NORTHERN AFRICA,36.7
4569,Mahjoubi Aherdane,1102542542,Start,Morocco,NORTHERN AFRICA,36.7
4570,Ba Ahmed,1082884635,Start,Morocco,NORTHERN AFRICA,36.7
4571,Moulay Ahmed Alaoui,1016144487,Stub,Morocco,NORTHERN AFRICA,36.7
4572,Abderrahmane Amalou,1098806861,Stub,Morocco,NORTHERN AFRICA,36.7
4573,Said Amzazi,1029955505,Stub,Morocco,NORTHERN AFRICA,36.7
4574,Mustapha Bakkoury,1081989390,C,Morocco,NORTHERN AFRICA,36.7
4575,Ahmed Balafrej,1112518587,C,Morocco,NORTHERN AFRICA,36.7
4576,Abdelouahed Belkeziz,1102921166,Start,Morocco,NORTHERN AFRICA,36.7
4577,Moncef Belkhayat,1058789179,Start,Morocco,NORTHERN AFRICA,36.7
4578,Mehdi Ben Barka,1101973891,C,Morocco,NORTHERN AFRICA,36.7
4579,Mohamed Benchaaboun,1105246740,Start,Morocco,NORTHERN AFRICA,36.7
4580,Hakim Benchamach,1044626597,Stub,Morocco,NORTHERN AFRICA,36.7
4581,Ahmed Benjelloun,962930707,Stub,Morocco,NORTHERN AFRICA,36.7
4582,Omar Benjelloun,1082283546,Start,Morocco,NORTHERN AFRICA,36.7
4583,Bouchaib Benlabsir,1115345188,Stub,Morocco,NORTHERN AFRICA,36.7
4584,Fadel Benyaich,1087860841,Start,Morocco,NORTHERN AFRICA,36.7
4585,Driss Benzekri (activist),984611292,Start,Morocco,NORTHERN AFRICA,36.7
4586,Abderrahim Bouabid,1103644711,Start,Morocco,NORTHERN AFRICA,36.7
4587,M'hamed Boucetta,1112085455,Stub,Morocco,NORTHERN AFRICA,36.7
4588,Abdelghani Bousta,1094981501,B,Morocco,NORTHERN AFRICA,36.7
4589,Abdelhadi Boutaleb,1014544030,Stub,Morocco,NORTHERN AFRICA,36.7
4590,Brahim Boutaleb,1096298275,Start,Morocco,NORTHERN AFRICA,36.7
4591,Miloud Chaabi,1100817341,C,Morocco,NORTHERN AFRICA,36.7
4592,Mohamed Haddou Chiguer,1096062110,Stub,Morocco,NORTHERN AFRICA,36.7
4593,Rochdi Chraibi,917898941,Stub,Morocco,NORTHERN AFRICA,36.7
4594,Mohammed al-Hajj ibn Abu Bakr al-Dila'i,1090172051,Start,Morocco,NORTHERN AFRICA,36.7
4595,Anas Doukkali,1045066415,Stub,Morocco,NORTHERN AFRICA,36.7
4596,Khalihenna Ould Errachid,1067186300,C,Morocco,NORTHERN AFRICA,36.7
4597,Mohamed El Fassi,1077154633,Start,Morocco,NORTHERN AFRICA,36.7
4598,Ahmed al-Hiba,1058971192,Start,Morocco,NORTHERN AFRICA,36.7
4599,Ahmed ibn Abi Mahalli,1112552333,C,Morocco,NORTHERN AFRICA,36.7
4600,Abdellatif Jouahri,1067501606,Start,Morocco,NORTHERN AFRICA,36.7
4601,Mohammed Kabbaj,1094200694,Stub,Morocco,NORTHERN AFRICA,36.7
4602,Abdellah Kadiri,1108478313,Start,Morocco,NORTHERN AFRICA,36.7
4603,Muhammad al-Kattani,1088340779,GA,Morocco,NORTHERN AFRICA,36.7
4604,Khnata bent Bakkar,1112728253,C,Morocco,NORTHERN AFRICA,36.7
4605,Mohand Laenser,1110541676,Stub,Morocco,NORTHERN AFRICA,36.7
4606,Fatima Marouan,1085899467,Start,Morocco,NORTHERN AFRICA,36.7
4607,Mohamed Mehdi Bensaid,1112863129,Stub,Morocco,NORTHERN AFRICA,36.7
4608,Mohamed Sadiki,1112864122,Stub,Morocco,NORTHERN AFRICA,36.7
4609,Mohammed VI of Morocco,1113314439,B,Morocco,NORTHERN AFRICA,36.7
4610,Abdelkrim Motii,956960749,Stub,Morocco,NORTHERN AFRICA,36.7
4611,Khalid Naciri,1097940143,Stub,Morocco,NORTHERN AFRICA,36.7
4612,Mohammed al-Makki al-Nasiri,1088024038,Stub,Morocco,NORTHERN AFRICA,36.7
4613,Zoulikha Nasri,1091797485,Start,Morocco,NORTHERN AFRICA,36.7
4614,Abdelaziz El Omari,1103094488,Start,Morocco,NORTHERN AFRICA,36.7
4615,Ilyas El Omari,1050980468,Stub,Morocco,NORTHERN AFRICA,36.7
4616,Chafik Rachadi,1064310999,C,Morocco,NORTHERN AFRICA,36.7
4617,Abdelwahed Radi,996655646,Stub,Morocco,NORTHERN AFRICA,36.7
4618,Mohammed Sajid (politician),1053936172,Stub,Morocco,NORTHERN AFRICA,36.7
4619,Sidi al-Ayachi,1095623946,Start,Morocco,NORTHERN AFRICA,36.7
4620,Fathallah Sijilmassi,1095503216,Start,Morocco,NORTHERN AFRICA,36.7
4621,Mohammed Allal Sinaceur,1047221771,Start,Morocco,NORTHERN AFRICA,36.7
4622,Mohamed Belhassan Wazzani,1101462823,Start,Morocco,NORTHERN AFRICA,36.7
4623,Nasser Zefzafi,1105784313,C,Morocco,NORTHERN AFRICA,36.7
4624,Abdellatif Zeroual,1074290663,Stub,Morocco,NORTHERN AFRICA,36.7
4625,Mohammed Ziane,1097940843,Start,Morocco,NORTHERN AFRICA,36.7
4626,Yassir Znagui,1058407241,Stub,Morocco,NORTHERN AFRICA,36.7
4627,Brahim Zniber,1113578009,C,Morocco,NORTHERN AFRICA,36.7
4628,Mário Albino,1042139227,Start,Mozambique,EASTERN AFRICA,33.0
4629,Carlos Cardoso (journalist),1108725761,Start,Mozambique,EASTERN AFRICA,33.0
4630,Afonso Dhlakama,1104812135,C,Mozambique,EASTERN AFRICA,33.0
4631,Helder Francisco Malauene,1065685422,Stub,Mozambique,EASTERN AFRICA,33.0
4632,Nyeleti Brooke Mondlane,1110776630,Stub,Mozambique,EASTERN AFRICA,33.0
4633,Basilio Muhate,1087847457,Stub,Mozambique,EASTERN AFRICA,33.0
4634,Murade Isaac Murargy,1041131952,Stub,Mozambique,EASTERN AFRICA,33.0
4635,Tomaz Salomão,1105513966,Stub,Mozambique,EASTERN AFRICA,33.0
4636,Stella da Graça Pinto Novo Zeca,1070241018,Stub,Mozambique,EASTERN AFRICA,33.0
4637,Aye Ko (artist),968270020,Stub,Myanmar,SOUTHEAST ASIA,54.2
4638,Ba Shin,1087648145,C,Myanmar,SOUTHEAST ASIA,54.2
4639,Bao Youxiang,1111148571,C,Myanmar,SOUTHEAST ASIA,54.2
4640,Bawk Ja,1052913276,Start,Myanmar,SOUTHEAST ASIA,54.2
4641,Cheery Zahau,1088361146,C,Myanmar,SOUTHEAST ASIA,54.2
4642,Ei Thinzar Maung,1097749207,Start,Myanmar,SOUTHEAST ASIA,54.2
4643,M. A. Gaffar,1077127256,C,Myanmar,SOUTHEAST ASIA,54.2
4644,Han Tha Myint,1004945052,Start,Myanmar,SOUTHEAST ASIA,54.2
4645,Hla Maung Shwe,1080777311,Stub,Myanmar,SOUTHEAST ASIA,54.2
4646,Hso Khan Pha,1084108657,C,Myanmar,SOUTHEAST ASIA,54.2
4647,Nai Htaw Sorn,1063720253,Start,Myanmar,SOUTHEAST ASIA,54.2
4648,Htay Aung (businessman),1108033224,Start,Myanmar,SOUTHEAST ASIA,54.2
4649,Htin Linn Aung,1111075237,Start,Myanmar,SOUTHEAST ASIA,54.2
4650,Ja Htoi Pan,1088361136,Stub,Myanmar,SOUTHEAST ASIA,54.2
4651,Khin Kyaw Han,1036478390,Stub,Myanmar,SOUTHEAST ASIA,54.2
4652,Khin Ma Ma Myo,1044647145,Stub,Myanmar,SOUTHEAST ASIA,54.2
4653,Khin Maung Swe,1102466399,Start,Myanmar,SOUTHEAST ASIA,54.2
4654,Khun San Lwin,964464657,Stub,Myanmar,SOUTHEAST ASIA,54.2
4655,Ko Ni,1109319228,GA,Myanmar,SOUTHEAST ASIA,54.2
4656,Thakin Kodaw Hmaing,1063716795,C,Myanmar,SOUTHEAST ASIA,54.2
4657,Kwe Te No,1009433548,Stub,Myanmar,SOUTHEAST ASIA,54.2
4658,Sao Kya Seng,1063720601,Start,Myanmar,SOUTHEAST ASIA,54.2
4659,Kyaw Moe Tun,1104060130,GA,Myanmar,SOUTHEAST ASIA,54.2
4660,Kyaw Myint,1105968423,Start,Myanmar,SOUTHEAST ASIA,54.2
4661,Kyaw Ni,1065336699,Stub,Myanmar,SOUTHEAST ASIA,54.2
4662,Kyaw Tun,943370816,C,Myanmar,SOUTHEAST ASIA,54.2
4663,Kyaw Zaw Oo,1073118078,C,Myanmar,SOUTHEAST ASIA,54.2
4664,Duwa Lashi La,1111778584,Start,Myanmar,SOUTHEAST ASIA,54.2
4665,Lian Hmung Sakhong,1060132892,Stub,Myanmar,SOUTHEAST ASIA,54.2
4666,Sultan Mahmud (minister),1114780616,Start,Myanmar,SOUTHEAST ASIA,54.2
4667,Maran Brang Seng,1108940186,Start,Myanmar,SOUTHEAST ASIA,54.2
4668,Gani Markan,1077040045,Stub,Myanmar,SOUTHEAST ASIA,54.2
4669,Maw Htun Aung,1064354803,C,Myanmar,SOUTHEAST ASIA,54.2
4670,Mya Lay Sein,1109316290,Start,Myanmar,SOUTHEAST ASIA,54.2
4671,"Myint Swe (politician, born 1965)",1073118310,Stub,Myanmar,SOUTHEAST ASIA,54.2
4672,Myo Yan Naung Thein,1072977583,Start,Myanmar,SOUTHEAST ASIA,54.2
4673,Naw Ohn Hla,1088361138,C,Myanmar,SOUTHEAST ASIA,54.2
4674,Nay Myo Wai,1065794809,Start,Myanmar,SOUTHEAST ASIA,54.2
4675,Nay Zin Lat,1052916362,Stub,Myanmar,SOUTHEAST ASIA,54.2
4676,Nyi Sein,1073118482,Stub,Myanmar,SOUTHEAST ASIA,54.2
4677,Nyo Nyo Thin,1031818615,Start,Myanmar,SOUTHEAST ASIA,54.2
4678,Oscar de Glanville,1087056648,Start,Myanmar,SOUTHEAST ASIA,54.2
4679,San Tun,904203856,Stub,Myanmar,SOUTHEAST ASIA,54.2
4680,Sasa (politician),1100369987,C,Myanmar,SOUTHEAST ASIA,54.2
4681,Saw Sa,1087057198,C,Myanmar,SOUTHEAST ASIA,54.2
4682,Saya Gyi U Nu,1061283173,GA,Myanmar,SOUTHEAST ASIA,54.2
4683,Sein Win (politician),1073118868,Start,Myanmar,SOUTHEAST ASIA,54.2
4684,Sao Seng Suk,1086413674,Stub,Myanmar,SOUTHEAST ASIA,54.2
4685,Shwe Ohn,1039272113,Stub,Myanmar,SOUTHEAST ASIA,54.2
4686,Soe Moe Hlaing,1098801536,Start,Myanmar,SOUTHEAST ASIA,54.2
4687,Sultan Ahmed (Burmese politician),1105597024,Start,Myanmar,SOUTHEAST ASIA,54.2
4688,Naw Susanna Hla Hla Soe,1088361145,Start,Myanmar,SOUTHEAST ASIA,54.2
4689,Tan Yu Sai,987791661,Stub,Myanmar,SOUTHEAST ASIA,54.2
4690,Taw Phaya Galay,1096513590,C,Myanmar,SOUTHEAST ASIA,54.2
4691,Tayzar San,1038023615,Start,Myanmar,SOUTHEAST ASIA,54.2
4692,Tha Aye,920911377,Stub,Myanmar,SOUTHEAST ASIA,54.2
4693,Than Nyein,1099560456,Start,Myanmar,SOUTHEAST ASIA,54.2
4694,Than Sein,984131584,Stub,Myanmar,SOUTHEAST ASIA,54.2
4695,Than Win,1050686993,Start,Myanmar,SOUTHEAST ASIA,54.2
4696,Thaung Tun (minister),1091685823,Start,Myanmar,SOUTHEAST ASIA,54.2
4697,Baganset U Thaw,1087454147,C,Myanmar,SOUTHEAST ASIA,54.2
4698,Thein Maung,1065733251,Start,Myanmar,SOUTHEAST ASIA,54.2
4699,Thein Nyunt (politician),1111654182,Start,Myanmar,SOUTHEAST ASIA,54.2
4700,Thet Win Aung,977644647,Start,Myanmar,SOUTHEAST ASIA,54.2
4701,Thirty Comrades,1112536598,GA,Myanmar,SOUTHEAST ASIA,54.2
4702,Tin Aye,1005117819,Stub,Myanmar,SOUTHEAST ASIA,54.2
4703,Tu Hkawng,1060133433,Start,Myanmar,SOUTHEAST ASIA,54.2
4704,Wai Moe Naing,1054632633,Start,Myanmar,SOUTHEAST ASIA,54.2
4705,Win Ko Ko Latt,1076941438,Start,Myanmar,SOUTHEAST ASIA,54.2
4706,Maung Wuntha,1082083580,Start,Myanmar,SOUTHEAST ASIA,54.2
4707,Yawd Serk,1073119108,Stub,Myanmar,SOUTHEAST ASIA,54.2
4708,Za Hlei Thang,1098512604,C,Myanmar,SOUTHEAST ASIA,54.2
4709,Zaw Htay,1114885327,Start,Myanmar,SOUTHEAST ASIA,54.2
4710,Zura Begum,1073818086,Stub,Myanmar,SOUTHEAST ASIA,54.2
4711,Ben Africa,1083488754,Start,Namibia,SOUTHERN AFRICA,2.6
4712,Hendrina Afrikaner,1002561151,Stub,Namibia,SOUTHERN AFRICA,2.6
4713,Jager Afrikaner,1063145716,Start,Namibia,SOUTHERN AFRICA,2.6
4714,Jonker Afrikaner,1072451612,Start,Namibia,SOUTHERN AFRICA,2.6
4715,Klaas Afrikaner,1084873676,Stub,Namibia,SOUTHERN AFRICA,2.6
4716,Erginus Endjala,1112849323,Stub,Namibia,SOUTHERN AFRICA,2.6
4717,Dap Izaaks,1082617471,Stub,Namibia,SOUTHERN AFRICA,2.6
4718,Piet Junius,1104226275,Start,Namibia,SOUTHERN AFRICA,2.6
4719,Gottlob Mbaukua,946596970,Stub,Namibia,SOUTHERN AFRICA,2.6
4720,John McNab,1105017844,Start,Namibia,SOUTHERN AFRICA,2.6
4721,Maxie Minnaar,1105191855,Start,Namibia,SOUTHERN AFRICA,2.6
4722,Nehale Mpingana,1113800690,Start,Namibia,SOUTHERN AFRICA,2.6
4723,Manasse ǃNoreseb,1015106908,C,Namibia,SOUTHERN AFRICA,2.6
4724,Thimoteus Tjamuaha,1095062805,Stub,Namibia,SOUTHERN AFRICA,2.6
4725,Erastus Tjejamba,1040560547,Stub,Namibia,SOUTHERN AFRICA,2.6
4726,Cornelius van Wyk,1077993801,Stub,Namibia,SOUTHERN AFRICA,2.6
4727,Eben van Zijl,1084871731,Start,Namibia,SOUTHERN AFRICA,2.6
4728,Bernard Dowiyogo,1109278952,Start,Nauru,OCEANIA,0.0
4729,Valdon Dowiyogo,1115307502,Start,Nauru,OCEANIA,0.0
4730,Yuvaraj Adhikari,1026960528,Stub,Nepal,SOUTH ASIA,30.9
4731,Surya Bahadur KC,1108008290,Stub,Nepal,SOUTH ASIA,30.9
4732,Mohan Baral,1047930532,Stub,Nepal,SOUTH ASIA,30.9
4733,Gopal Kumar Basnet,1095758526,Stub,Nepal,SOUTH ASIA,30.9
4734,Dhokal Singh Basnyat,1047820675,Stub,Nepal,SOUTH ASIA,30.9
4735,Chakra Prasad Bastola,1111480619,C,Nepal,SOUTH ASIA,30.9
4736,Rupchandra Bista,1052265659,Stub,Nepal,SOUTH ASIA,30.9
4737,Gagan Singh Bhandari,1105250576,Start,Nepal,SOUTH ASIA,30.9
4738,Rajendra Laxmi Gaire,1095759265,Stub,Nepal,SOUTH ASIA,30.9
4739,Umesh Prasad Giri,1009406646,Stub,Nepal,SOUTH ASIA,30.9
4740,Harka Gurung,1106745635,Start,Nepal,SOUTH ASIA,30.9
4741,Ram Chandra Jha,1093324671,Start,Nepal,SOUTH ASIA,30.9
4742,Prem Bahadur Kansakar,1076071925,C,Nepal,SOUTH ASIA,30.9
4743,Ratneshwar Lal Kayastha,1102776133,Start,Nepal,SOUTH ASIA,30.9
4744,Rajanra KC,1060501973,Stub,Nepal,SOUTH ASIA,30.9
4745,Keshav Sthapit,1109551794,Start,Nepal,SOUTH ASIA,30.9
4746,Bishal Khadka,1106387853,Stub,Nepal,SOUTH ASIA,30.9
4747,Devi Khadka,1092210188,Start,Nepal,SOUTH ASIA,30.9
4748,Yadunath Khanal,1078215877,Start,Nepal,SOUTH ASIA,30.9
4749,Gore Bahadur Khapangi,1113100136,Stub,Nepal,SOUTH ASIA,30.9
4750,Krishna Chandra Nepali Pokharel,1102403611,C,Nepal,SOUTH ASIA,30.9
4751,Chiri Babu Maharjan,1113666190,C,Nepal,SOUTH ASIA,30.9
4752,Mahendra Bahadur Bista,1077128101,Stub,Nepal,SOUTH ASIA,30.9
4753,Gajraj Mishra,1106167914,Start,Nepal,SOUTH ASIA,30.9
4754,Pande family,1111670930,FA,Nepal,SOUTH ASIA,30.9
4755,Ganesh Pandey,1085614813,C,Nepal,SOUTH ASIA,30.9
4756,Leela Mani Paudyal,1109590767,C,Nepal,SOUTH ASIA,30.9
4757,Bidhyanath Pokhrel,1060504380,Stub,Nepal,SOUTH ASIA,30.9
4758,Radhika Tamang,1105498973,Stub,Nepal,SOUTH ASIA,30.9
4759,Laxman Rajbanshi,1092220542,Stub,Nepal,SOUTH ASIA,30.9
4760,Bharat Shumsher Jung Bahadur Rana,1080440808,Stub,Nepal,SOUTH ASIA,30.9
4761,Dhir Shumsher Rana,1113536460,FA,Nepal,SOUTH ASIA,30.9
4762,Diamond Shumsher Rana,1101086758,Stub,Nepal,SOUTH ASIA,30.9
4763,Kali Bahadur Sahakri,1060541259,Stub,Nepal,SOUTH ASIA,30.9
4764,Balen Shah,1115460771,C,Nepal,SOUTH ASIA,30.9
4765,Bam Shah,1107329363,Start,Nepal,SOUTH ASIA,30.9
4766,Bishnu Pratap Shah,1113191068,C,Nepal,SOUTH ASIA,30.9
4767,Jeevan Bahadur Shahi,1113167809,Start,Nepal,SOUTH ASIA,30.9
4768,Shukraraj Shastri,1096679892,C,Nepal,SOUTH ASIA,30.9
4769,Sonam Gyalchhen Sherpa,1095759552,Stub,Nepal,SOUTH ASIA,30.9
4770,Motidevi Shrestha,1069184655,Stub,Nepal,SOUTH ASIA,30.9
4771,Khadga Man Singh,1080640494,Stub,Nepal,SOUTH ASIA,30.9
4772,Sanu Siva,1106065582,Stub,Nepal,SOUTH ASIA,30.9
4773,Bhuwan Bahadur Sunar,1095758222,Stub,Nepal,SOUTH ASIA,30.9
4774,Surya Raj Acharya,1111084487,Start,Nepal,SOUTH ASIA,30.9
4775,Thapa dynasty,1102589358,GA,Nepal,SOUTH ASIA,30.9
4776,Ranabir Singh Thapa,1083766451,GA,Nepal,SOUTH ASIA,30.9
4777,Goma Devi Timilsina,1095758525,Stub,Nepal,SOUTH ASIA,30.9
4778,Vrajanath Poudyal,1109814259,Start,Nepal,SOUTH ASIA,30.9
4779,Dharma Ratna Yami,1113442912,C,Nepal,SOUTH ASIA,30.9
4780,Igram van Achelen,1068782309,Stub,Netherlands,WESTERN EUROPE,17.7
4781,Charetti America-Francisca,1099607334,Start,Netherlands,WESTERN EUROPE,17.7
4782,Vic Bonke,1107608633,Stub,Netherlands,WESTERN EUROPE,17.7
4783,Marianne Burgman,1101574965,Start,Netherlands,WESTERN EUROPE,17.7
4784,Dirck Coornhert,1095667704,C,Netherlands,WESTERN EUROPE,17.7
4785,P. F. Dahler,1095339677,C,Netherlands,WESTERN EUROPE,17.7
4786,Fred Dekker (politician),1062551798,Stub,Netherlands,WESTERN EUROPE,17.7
4787,Jan Dijkema,1098992494,Start,Netherlands,WESTERN EUROPE,17.7
4788,Jeanne Fortanier-de Wit,1059113335,Stub,Netherlands,WESTERN EUROPE,17.7
4789,Jan Geersing,1110877576,C,Netherlands,WESTERN EUROPE,17.7
4790,Leon Geurts,1090785915,Stub,Netherlands,WESTERN EUROPE,17.7
4791,Cornelis de Gijselaar,984321838,Start,Netherlands,WESTERN EUROPE,17.7
4792,Alexander Gogel,1056614133,C,Netherlands,WESTERN EUROPE,17.7
4793,Sicco van Goslinga,1090880662,C,Netherlands,WESTERN EUROPE,17.7
4794,Hugo Grotius,1110845841,C,Netherlands,WESTERN EUROPE,17.7
4795,Tsjalling Hiddes Halbertsma,1110513709,GA,Netherlands,WESTERN EUROPE,17.7
4796,Dick de Hoog,1088072022,C,Netherlands,WESTERN EUROPE,17.7
4797,Mien van Itallie-Van Embden,1092931690,Start,Netherlands,WESTERN EUROPE,17.7
4798,"Jacob van den Eynde, Governor of Woerden",1068845831,C,Netherlands,WESTERN EUROPE,17.7
4799,Ehsan Jami,1106276053,C,Netherlands,WESTERN EUROPE,17.7
4800,Allart Pieter van Jongestall,1096414908,GA,Netherlands,WESTERN EUROPE,17.7
4801,Fridolin Marinus Knobel,1023804370,Start,Netherlands,WESTERN EUROPE,17.7
4802,Martin Konings,1112164477,Stub,Netherlands,WESTERN EUROPE,17.7
4803,Theodorus van Kooten,1052740212,Stub,Netherlands,WESTERN EUROPE,17.7
4804,Jan Krajenbrink,1104399014,Stub,Netherlands,WESTERN EUROPE,17.7
4805,Jan ter Laan,1068846473,Start,Netherlands,WESTERN EUROPE,17.7
4806,Reinier van Lanschot,1109042647,C,Netherlands,WESTERN EUROPE,17.7
4807,Elbertus Leoninus,1096417753,C,Netherlands,WESTERN EUROPE,17.7
4808,"Leopold Karel, Count of Limburg Stirum",1106865567,Start,Netherlands,WESTERN EUROPE,17.7
4809,Taco Ludigman,970584944,Stub,Netherlands,WESTERN EUROPE,17.7
4810,Pieter Daniël Eugenius MacPherson,955584741,Stub,Netherlands,WESTERN EUROPE,17.7
4811,"Toine Manders (politician, born 1969)",1076174326,Stub,Netherlands,WESTERN EUROPE,17.7
4812,Henri Marchant,1092749754,Start,Netherlands,WESTERN EUROPE,17.7
4813,Durk van der Mei,1113277095,Stub,Netherlands,WESTERN EUROPE,17.7
4814,Sergej Moleveld,1094280379,Stub,Netherlands,WESTERN EUROPE,17.7
4815,William Moorlag,1047584380,Stub,Netherlands,WESTERN EUROPE,17.7
4816,Pieter Paulus,933612093,B,Netherlands,WESTERN EUROPE,17.7
4817,André Peperkoorn,1032718670,Start,Netherlands,WESTERN EUROPE,17.7
4818,Grace Schneiders-Howard,1095800611,GA,Netherlands,WESTERN EUROPE,17.7
4819,Apollonius Schotte,1032311861,Stub,Netherlands,WESTERN EUROPE,17.7
4820,Fedde Schurer,1089197423,B,Netherlands,WESTERN EUROPE,17.7
4821,Florens van der Spek,1111908414,Start,Netherlands,WESTERN EUROPE,17.7
4822,Victor de Stuers,1096429041,C,Netherlands,WESTERN EUROPE,17.7
4823,Cornelis van Aarsens,1023030987,Start,Netherlands,WESTERN EUROPE,17.7
4824,Hugo van den Eynde,1096420142,Start,Netherlands,WESTERN EUROPE,17.7
4825,Viglius,1096429102,Start,Netherlands,WESTERN EUROPE,17.7
4826,Rudi Vis,1074946503,Start,Netherlands,WESTERN EUROPE,17.7
4827,Anton August van Vloten,1113565390,Start,Netherlands,WESTERN EUROPE,17.7
4828,Pieter Vreede,1094968550,Start,Netherlands,WESTERN EUROPE,17.7
4829,Steef Weijers,1099981628,Stub,Netherlands,WESTERN EUROPE,17.7
4830,Christine Wttewaall van Stoetwegen,1077665112,Stub,Netherlands,WESTERN EUROPE,17.7
4831,Guillermo Arce Castaño,1112499974,Stub,Nicaragua,CENTRAL AMERICA,6.7
4832,Oscar Danilo Blandón,1113478079,Start,Nicaragua,CENTRAL AMERICA,6.7
4833,José Francisco Cardenal,1017388553,Start,Nicaragua,CENTRAL AMERICA,6.7
4834,Pedro Joaquín Chamorro Barrios,1111610717,C,Nicaragua,CENTRAL AMERICA,6.7
4835,Juan Sebastián Chamorro,1108120275,C,Nicaragua,CENTRAL AMERICA,6.7
4836,Edipcia Dubón,1053055741,Stub,Nicaragua,CENTRAL AMERICA,6.7
4837,Luis Fley,1108120436,Start,Nicaragua,CENTRAL AMERICA,6.7
4838,George Henriquez,1108120156,C,Nicaragua,CENTRAL AMERICA,6.7
4839,Antonio Lacayo,1059108508,Start,Nicaragua,CENTRAL AMERICA,6.7
4840,Miguel Larreynaga,1104594869,Stub,Nicaragua,CENTRAL AMERICA,6.7
4841,Félix Maradiaga,1071598737,C,Nicaragua,CENTRAL AMERICA,6.7
4842,Paul Oquist,1098836735,Start,Nicaragua,CENTRAL AMERICA,6.7
4843,Maximino Rodríguez Martínez,1076166578,Stub,Nicaragua,CENTRAL AMERICA,6.7
4844,Marou Amadou,1008239441,Stub,Niger,WESTERN AFRICA,26.2
4845,Oumar Ba,1034543452,Stub,Niger,WESTERN AFRICA,26.2
4846,Alidou Barkire,1069346203,Stub,Niger,WESTERN AFRICA,26.2
4847,Mano Dayak,1098168543,Start,Niger,WESTERN AFRICA,26.2
4848,Moussa Moumouni Djermakoye,1032108693,C,Niger,WESTERN AFRICA,26.2
4849,Abdoulkarim Goukoye,1100035673,Stub,Niger,WESTERN AFRICA,26.2
4850,N’Gadé Nana Hadiza Noma Kaka,1109517592,Stub,Niger,WESTERN AFRICA,26.2
4851,Moussa Seybou Kassey,1101187586,Stub,Niger,WESTERN AFRICA,26.2
4852,Djibo Salamatou Gourouza Magagi,1104316295,Stub,Niger,WESTERN AFRICA,26.2
4853,Karidjo Mahamadou,1008239538,Start,Niger,WESTERN AFRICA,26.2
4854,Ouhoumoudou Mahamadou,1105116087,Start,Niger,WESTERN AFRICA,26.2
4855,Mohamadou Djibrilla Maïga,908343187,Stub,Niger,WESTERN AFRICA,26.2
4856,Issoufou Saidou-Djermakoye,1051805763,Stub,Niger,WESTERN AFRICA,26.2
4857,Issoufou Sidibé,1007533517,C,Niger,WESTERN AFRICA,26.2
